;name;image;appearences;description
2759;Mary;https://static.wikia.nocookie.net/marveldatabase/images/4/4a/Mary_%28Earth-616%29_from_Marvel_Mystery_Comics_Vol_1_5_0001.jpg/revision/latest?cb=20190424171902;Marvel Mystery Comics Vol 1 5;Mary was a bank employee who during a bank robbery was taken hostage by the robbers and immediately rescued by the Angel.[167]
2760;Mary;https://static.wikia.nocookie.net/marveldatabase/images/1/1b/Mary_%28Earth-616%29_from_Mystic_Comics_Vol_1_4_0001.jpg/revision/latest?cb=20190302180553;Mystic Comics Vol 1 4;When actress Janet Wayne committed suicide, her fellow actresses Mary claimed that somebody had driven Wayne to suicide. This prompted Dr. Gade to invisibly follow Mary to see if there was any merit to her claims. Sure enough a group of thugs came to warn her to keep quiet. When she refused, they knocked her out to take her to their leader, a man known as Fatty. After various vicissitudes, Dr. Gade defeated Fatty and his gang and rescued Mary.[168]
2761;Mary;https://static.wikia.nocookie.net/marveldatabase/images/4/46/Mary_%28Earth-616%29_from_Daring_Mystery_Comics_Vol_1_7_0001.jpg/revision/latest?cb=20200412022956;Daring Mystery Comics Vol 1 7;Mary was snooping through Boss Dram's office searching for the material that Dram was using to blackmail her father with the truth behind a mistake he made while he was a young doctor. She was caught in the act by one of Dram's men, but she was rescued by the arrival of a new costumed hero, the Challenger.[169]
2762;Mary;https://static.wikia.nocookie.net/marveldatabase/images/7/72/Mary_%28Earth-616%29_Marvel_Mystery_Comics_Vol_1_20.jpg/revision/latest?cb=20151022154027;Marvel Mystery Comics Vol 1 20;Returning home after investigating a bank robbery, Inspector Crane found his maid Mary tied up and his papers shuffled through. He called Terry Vance to come at once, but when Terry arrived Crane was dead and Mary explained that he dropped dead after answering another phone call.[170]
2763;Mary;https://static.wikia.nocookie.net/marveldatabase/images/7/7a/Mary_%28Earth-616%29_from_Captain_America_Comics_Vol_1_12_0001.jpg/revision/latest?cb=20190302112208;Captain America Comics Vol 1 12;Mary's father was killed by a gang of criminals and to cover up the homicide they set a palace on fire. To prevent Mary from reporting the criminals to the D.A., they tried to eliminate her but she was saved thanks to the intervention of Father Time.[171]
2764;Mary;https://static.wikia.nocookie.net/marveldatabase/images/5/5b/Mary_%28Earth-616%29_from_Strange_Tales_Vol_1_1_0001.jpg/revision/latest?cb=20190301143922;Strange Tales Vol 1 1;Having been named sole heir by a wealthy aunt, Mary's undisclosed relatives decided to eliminate her by hiring a hit man who hides his victims' corpses inside bronze statues.[172]
2765;Mary;https://static.wikia.nocookie.net/marveldatabase/images/4/49/Mary_%28Earth-616%29_from_Journey_into_Mystery_Vol_1_12_0001.jpg/revision/latest?cb=20190604230826;Journey into Mystery Vol 1 12;A thief, Charles Marrow, tricks Mary the maid of Dragmoor Castle into helping to steal its priceless art collection. During the robbery he's spotted by Dragmoor's owner Robert Munfrey and kills him. Upon being chased by servants he's saved by Mary and hides inside a room. In the morning Charles finds the door is locked. Mary appears and reveals that everyone in the castle are ghosts including her and he's now staying there with her forever.[173]
2766;Mary;https://static.wikia.nocookie.net/marveldatabase/images/0/02/Mary_%28Earth-616%29_from_Black_Rider_Vol_1_24_0001.jpg/revision/latest?cb=20190213224500;Black Rider Vol 1 24;Mary was the girlfriend of Clint Holden, but the Marshall Jesse Crawl fell in love with her, and so he sent his brother gunman Hal Crawl to eliminate Clint. Clint killed Hal in self-defense, but was framed for Hal's murder and had to flee.[174]
2767;Mary;https://static.wikia.nocookie.net/marveldatabase/images/f/f7/Mary_%28Earth-616%29_from_Matt_Slade%2C_Gunfighter_Vol_1_1_0001.jpg/revision/latest?cb=20190225204041;Matt Slade, Gunfighter Vol 1 1;Mary was the girlfriend of Ben Trumbull, a former outlaw who, after meeting Mary, redeemed himself and thanks to Matt Slade solved his past problems with the gang he was part of, allowing the couple to live happily.[175]
2768;Mary;https://static.wikia.nocookie.net/marveldatabase/images/7/7d/Mary_%28Earth-616%29_from_Tales_of_Suspense_Vol_1_1_0001.jpg/revision/latest?cb=20190207234020;Tales of Suspense Vol 1 2;Mary was a child who was frightened by what looked like an alien invasion.[176]
2769;Mary;https://static.wikia.nocookie.net/marveldatabase/images/6/6c/Mary_%28Earth-616%29_from_Captain_Marvel_Vol_1_19_0001.jpg/revision/latest?cb=20200302063916;Captain Marvel Vol 1 19;Mary was a tenant of the Minos Towers on which he experimented behavioral experiments the scientist Cornelius Webb and was rescued, along with all the other tenants, by Captain Marvel.[177]
2770;Mary;https://static.wikia.nocookie.net/marveldatabase/images/f/fc/Mary_%28Earth-616%29_from_Tales_of_the_Zombie_Vol_1_1_001.jpg/revision/latest?cb=20190130000249;Tales of the Zombie Vol 1 1;Mary and three other prisoners escaped from the Bastille, but all four died after their flight. Mary was killed by her aunt where they sought refuge in order to sell their bodies.[178]
2771;Mary;https://static.wikia.nocookie.net/marveldatabase/images/f/fd/Mary_%28Earth-616%29_from_Ms._Marvel_Vol_1_6_0001.jpg/revision/latest?cb=20190303160524;Ms. Marvel Vol 1 6;Mary was a secretary at the Daily Bugle who transferred to Woman magazine.[179]
2772;Mary;https://static.wikia.nocookie.net/marveldatabase/images/4/41/Mary_from_Godzilla_Vol_1_11_0001.jpg/revision/latest?cb=20181216232301;Godzilla Vol 1 10;Mary and her friends were making rafting right on the river where were fighting Godzilla and Yetrigar and were thrown out of the boat but they managed to save themselves with many difficulties thanks to the intervention of the Godzilla Squad of S.H.I.E.L.D.[56]
2773;Mary;https://static.wikia.nocookie.net/marveldatabase/images/7/75/Mary_%28Earth-616%29_from_Machine_Man_Vol_1_2_0001.jpg/revision/latest?cb=20190224220757;Machine Man Vol 1 2;Mary was a nurse at the Central City Sanitarium who warned Dr. Spaulding that the patient in the Zero Room had woken up.[180]
2774;Mary;https://static.wikia.nocookie.net/marveldatabase/images/3/35/Mary_%28Earth-616%29_from_X-Men_Vol_1_133_0001.jpg/revision/latest?cb=20190301161630;X-Men Vol 1 133;Mary was a waitress working at the Hellfire Club, serving hors d'oeuvres during a reception. As she was about to deliver a tray of drinks, she was reminded by Lou the butler to give special attention to the host and presidential candidate Robert Kelly.[181]
2775;Mary;https://static.wikia.nocookie.net/marveldatabase/images/8/81/Mary_%28Earth-616%29_from_Thor_Vol_1_311_0001.jpg/revision/latest?cb=20190228161834;Thor Vol 1 311;Mary was one of the people in the crowd protesting outside the hospital where a boy who was injured by a policeman in a tragic accident was hospitalized.[182]
2776;Mary;https://static.wikia.nocookie.net/marveldatabase/images/1/1a/Mary_%28Earth-616%29_from_Incredible_Hulk_Vol_1_295_0001.jpg/revision/latest?cb=20190301233125;Incredible Hulk Vol 1 295;Mary and her husband Daniel were walking in Central Park when they met Hulk and they approached him with the intention of helping him as he was wounded but he got him back badly by pushing Daniel and knocking him down.[183]
2777;Mary;https://static.wikia.nocookie.net/marveldatabase/images/0/0e/Mary_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_192_0001.jpg/revision/latest?cb=20190219183131;Uncanny X-Men Vol 1 192;Mary was a student at Columbia University and when she met Professor Xavier, she told him that she had enjoyed her seminar very much, to which he replied wittily that in any case her grades would remain the same.[184]
2778;Mary;https://static.wikia.nocookie.net/marveldatabase/images/b/be/Mary_%28Earth-616%29_from_Daredevil_Vol_1_247_0001.jpg/revision/latest?cb=20190224214919;Daredevil Vol 1 247;Mary was the former girlfriend of Agent Crock. After undergoing experiments from Project: Reptile, Chrock had visions where he saw Mary rejecting him and not saving him from falling off a precipice.[185]
2779;Mary;https://static.wikia.nocookie.net/marveldatabase/images/e/e6/Mary_%28Homeless%29_%28Earth-616%29_from_Nick_Fury_vs._S.H.I.E.L.D._Vol_1_2_001.png/revision/latest?cb=20170208124810;Nick Fury vs. S.H.I.E.L.D. Vol 1 2;Mary was shot and killed by James Woo for sheltering Nick Fury in the sewers beneath Grand Central Station.[186]
2780;Mary;https://static.wikia.nocookie.net/marveldatabase/images/9/93/Mary_%28Earth-616%29_from_Avengers_Spotlight_Vol_1_26_0001.jpg/revision/latest?cb=20190214174615;Avengers Spotlight Vol 1 26;Mary was a scientist who worked at the Vault and was present during the mass escape attempt by The Wizard in collaboration with Loki during the Acts of Vengeance event.[187]
2781;Mary;https://static.wikia.nocookie.net/marveldatabase/images/a/a9/Mary_%28Earth-616%29_from_Captain_America_Vol_3_11_0001.jpg/revision/latest?cb=20190228134531;Captain America Vol 3 11;Mary was Congressman Andrew Bolt's secretary. She congratulated him on his brilliant speech during the Congressional campaign.[188]
2782;Mary;https://static.wikia.nocookie.net/marveldatabase/images/6/6a/Mary_%28Earth-616%29_from_Wolverine_The_Origin_Vol_1_4_0001.jpg/revision/latest?cb=20201012054546;Wolverine: The Origin Vol 1 4;Mary was an inhabitant of the quarry run by Smitty in British Columbia, and after crossing paths with the young Logan, she told her friend that he had donated a side of deer to Jake Walker's widow.[189]
2783;Mary;https://static.wikia.nocookie.net/marveldatabase/images/d/df/Sister_Mary_%28Earth-616%29_from_Thor_Vol_2_54_0001.jpg/revision/latest?cb=20190213180739;Thor Vol 2 54;Sister Mary was a Catholic nun who worked as a nurse at St. Mary's Hospital and after seeing the miraculous treatments carried out by the Asgardians towards the patients of the hospital she had doubts about her faith approaching the cult of the Asgardians.[190]
2784;Mary;https://static.wikia.nocookie.net/marveldatabase/images/3/3e/Mary_%28Earth-616%29_from_Fantastic_Four_Vol_1_512_0001.jpg/revision/latest?cb=20190301152108;Fantastic Four Vol 1 512;Mary and other homeless people reclaimed T-shirts with the image of the Human Torch that had been thrown into a dumpster, even though Mary's T-shirt had Spider-Man's picture instead.[191]
2785;Mary;https://static.wikia.nocookie.net/marveldatabase/images/c/c8/Mary_%28Earth-616%29_from_Toxin_Vol_1_3_0001.jpg/revision/latest?cb=20190226170341;Toxin Vol 1 3;Mary was a follower of Razorfist and took her place as his favorite after Lulu was hurt.[192]
2786;Mary;https://static.wikia.nocookie.net/marveldatabase/images/3/33/Mary_%28Earth-616%29_from_Punisher_vs._Bullseye_Vol_1_5_0001.jpg/revision/latest?cb=20190302185221;Punisher vs. Bullseye Vol 1 2;Mary was a waitress at Java Junction who accepted a date with a customer not knowing that he was actually Bullseye and she had involuntarily become one of his pawns.[193][194]
2787;Mary;https://static.wikia.nocookie.net/marveldatabase/images/6/69/Mary_%28Earth-616%29_from_Sub-Mariner_Vol_2_1_0001.jpg/revision/latest?cb=20190302190311;Sub-Mariner Vol 2 1;Mary and her father were at a celebration parade in Bentonville, Kansas, when there was an attack by a Atlantean sleeper cell and they both were killed.[195]
2788;Mary;https://static.wikia.nocookie.net/marveldatabase/images/3/30/Mary_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_557_0001.jpg/revision/latest?cb=20190228170810;Amazing Spider-Man Vol 1 556;Mary was a colleague of Dr. Benjamin Rabin who intended to summon a Mayan god and then sacrifice his colleagues to the god. Initially Rabin told Spider-Man that he and his colleagues were hunted down by a group of Mayan extremists and that Mary and the others were still outside in the blizzard.[196]But when Spider-Man found Mary, she told him that Rabin was the real culprit and also Spider-Man discovered that she was intended to become the sacrifice to the Mayan god but he rescued her.[197]
2789;Mary;https://static.wikia.nocookie.net/marveldatabase/images/6/69/Sister_Mary_%28Earth-616%29_from_X-Force_Vol_3_3_0001.jpg/revision/latest?cb=20190218225856;X-Force Vol 3 3;A member of the Purifiers, Sister Mary was charged with finding the body of Cameron Hodge in the mountains of Tibet.[198]
2790;Mary;https://static.wikia.nocookie.net/marveldatabase/images/1/19/Mary_%28Earth-616%29_from_Captain_America_Vol_1_600_0001.jpg/revision/latest?cb=20190302192204;Captain America Vol 1 600;After the assassination of Captain America, Mary interviewed Joseph Paglino, owner of the largest and most valuable Captain America memorabilia collection.[199]
2791;Mary;https://static.wikia.nocookie.net/marveldatabase/images/8/8e/Mary_%28Earth-616%29_from_Peter_Parker_Vol_1_5_0001.jpg/revision/latest?cb=20190224171242;Peter Parker Vol 1 5;Mary was a homeless person whose memory was erased by A.I.M. after she had worked for them in the administrative field in a plot to exploit the homeless.[200]
2792;Mary;https://static.wikia.nocookie.net/marveldatabase/images/b/b0/Mary_%28Earth-616%29_from_Captain_America_Vol_7_4_0001.jpg/revision/latest?cb=20190302001615;Captain America Vol 7 4;Mary was the biological mother of Leopold Zola. She did not want to have children with Arnim Zola and after discovering his laboratory, she tried to escape but Zola captured her and experimented on her artificially inseminating her and generating the children he wanted.[201]
2793;Mary;https://static.wikia.nocookie.net/marveldatabase/images/d/dc/Mary_%28Earth-616%29_from_Hulk_Vol_4_7_0001.jpg/revision/latest?cb=20190214185851;Hulk Vol 4 7;Mary was a traumatized woman who attended the meetings of the St. Mary's Trauma Peer Support Group in which Jennifer Walters also participated.[107]
2794;Mary Alice;https://static.wikia.nocookie.net/marveldatabase/images/f/f3/Mary_Alice_%28Earth-616%29_from_Daredevil_Vol_1_205_0001.jpg/revision/latest?cb=20190228172701;Daredevil Vol 1 205;When Daredevil found the body of a recently murdered Gael victim, he heard the sound of heartbeats behind a door, but when he kicked the door, into the room he found only Mary Alice who had accepted the marriage proposal by her boyfriend.[202]
2795;Mary Beth;https://static.wikia.nocookie.net/marveldatabase/images/d/d4/Mary_Beth_%28Earth-616%29_from_Defenders_Vol_1_7_001.png/revision/latest?cb=20200304062323;Defenders Vol 1 7;Mary Beth was caught underwater by a giant squid commanded by Attuma.[203]
